City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Dubrovnik,HR,42.6481,18.0922,60.44,88,0,4.61,clear sky
348,Fernandina Beach,US,30.6697,-81.4626,78.89,78,0,8.05,clear sky
349,Kahului,US,20.8947,-156.47,84.22,61,20,10.36,few clouds
350,Komsomolskiy,UZ,40.4272,71.7189,74.12,46,93,2.3,overcast clouds
351,Sechura,PE,-5.5569,-80.8222,67.28,77,31,10.67,scattered clouds
352,Itarema,BR,-2.9248,-39.9167,76.69,90,75,9.1,broken clouds
353,Ocosingo,MX,17.0667,-92.25,64.53,73,32,1.34,scattered clouds
354,Haines Junction,CA,60.7522,-137.5108,46.35,61,100,6.91,overcast clouds
355,Eureka,US,40.8021,-124.1637,54.21,76,33,10.0,scattered clouds
356,Muros,ES,42.7762,-9.0603,63.09,94,100,19.73,overcast clouds
357,Agropoli,IT,40.3469,14.9966,62.44,75,9,3.4,clear sky
358,Pointe-Noire,CG,-4.7761,11.8635,77.07,100,75,2.3,broken clouds
359,Phan Thiet,VN,10.9333,108.1,88.38,65,100,8.77,overcast clouds
360,Kichera,RU,55.9375,110.0997,55.8,45,100,7.56,overcast clouds
361,Kuytun,RU,54.3419,101.5036,66.34,41,55,10.63,broken clouds
362,Palmer,US,42.1584,-72.3287,63.77,80,100,24.16,overcast clouds
363,Teya,RU,60.3778,92.6267,64.54,55,93,8.21,overcast clouds
364,Mareeba,AU,-17.0,145.4333,83.44,62,13,3.22,few clouds
365,Vitim,RU,59.4511,112.5578,65.77,35,14,5.57,few clouds
366,Rawlins,US,41.7911,-107.2387,62.35,36,0,10.36,clear sky
367,Bambanglipuro,ID,-7.95,110.2833,85.73,65,46,5.12,scattered clouds
368,Minab,IR,27.1467,57.0801,89.37,28,0,0.83,clear sky
369,Samarai,PG,-10.6167,150.6667,82.98,65,8,2.89,clear sky
370,Tezu,IN,27.9167,96.1667,72.63,97,93,2.01,light rain
371,Kerman,IR,30.2832,57.0788,60.66,25,0,4.61,clear sky
372,Pevek,RU,69.7008,170.3133,33.31,97,100,7.74,overcast clouds
373,Chimbote,PE,-9.0853,-78.5783,62.78,89,97,5.64,overcast clouds
374,Marsa Matruh,EG,31.3525,27.2453,62.8,88,0,6.91,clear sky
375,Male,MV,4.1748,73.5089,82.35,83,75,19.57,broken clouds
376,Namatanai,PG,-3.6667,152.4333,85.06,66,19,3.65,few clouds
377,Port Lincoln,AU,-34.7333,135.8667,61.54,60,66,14.38,broken clouds
378,Kununurra,AU,-15.7667,128.7333,93.18,26,5,10.36,clear sky
379,Lompoc,US,34.6391,-120.4579,54.93,87,100,19.57,overcast clouds
380,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,50.59,62,40,11.18,scattered clouds
381,Salta,AR,-24.7859,-65.4117,45.57,92,75,2.3,broken clouds
382,Kirando,TZ,-7.4167,30.6,70.18,77,14,11.68,few clouds
383,Kamalapuram,IN,14.5833,78.65,87.67,74,40,5.75,haze
384,Narsaq,GL,60.9167,-46.05,46.62,66,100,1.63,overcast clouds
385,Ardakan,IR,32.31,54.0175,84.83,12,0,4.34,clear sky
386,Madang,PG,-5.2246,145.7966,86.0,61,20,6.6,few clouds
387,Oudtshoorn,ZA,-33.5907,22.2014,79.16,25,1,6.69,clear sky
388,Stelle,DE,53.3842,10.1114,58.73,99,94,3.62,moderate rain
389,Kushmurun,KZ,52.4503,64.6311,61.36,52,51,15.66,broken clouds
390,Ola,RU,59.5833,151.2833,39.15,87,95,11.27,overcast clouds
391,San Policarpo,PH,12.1791,125.5072,83.91,76,100,11.14,overcast clouds
392,Meulaboh,ID,4.1363,96.1285,85.84,66,74,3.04,broken clouds
393,Dvinskoy,RU,62.1535,45.1175,42.21,67,92,9.48,overcast clouds
394,Curup,ID,-3.4667,102.5333,85.48,50,94,2.89,overcast clouds
395,Oyabe,JP,36.676,136.8672,70.48,50,100,1.77,overcast clouds
396,Taltal,CL,-25.4,-70.4833,59.95,73,70,4.12,broken clouds
397,Ramnagar,IN,29.4,79.1167,101.01,15,42,6.73,scattered clouds
398,Galesong,ID,-5.3166,119.3661,87.82,70,40,5.03,scattered clouds
399,Souillac,MU,-20.5167,57.5167,73.78,73,40,10.36,light rain
400,Calvinia,ZA,-31.4707,19.776,59.05,35,2,10.38,clear sky
401,Carson City,US,39.1638,-119.7674,70.63,20,0,13.8,clear sky
402,Las Vegas,US,36.175,-115.1372,93.88,9,0,12.66,clear sky
403,Saint-Pierre,RE,-21.3393,55.4781,69.91,88,75,9.22,light rain
404,Sistranda,NO,63.7256,8.834,33.76,67,17,19.62,few clouds
405,Belmonte,BR,-15.8631,-38.8828,75.24,89,9,7.76,clear sky
406,Big Spring,US,32.2504,-101.4787,90.05,21,0,17.27,clear sky
407,Bafra,TR,41.5678,35.9069,59.83,65,7,3.51,clear sky
408,Ammon,US,43.4696,-111.9666,66.25,48,0,10.36,clear sky
409,Lavrentiya,RU,65.5833,-171.0,29.39,76,90,2.33,overcast clouds
410,Taoudenni,ML,22.6783,-3.9836,85.33,10,3,10.6,clear sky
411,Aykhal,RU,66.0,111.5,34.99,80,98,8.68,overcast clouds
412,Atikokan,CA,48.7555,-91.6216,38.39,78,97,3.49,overcast clouds
413,Karasjok,NO,69.4719,25.5112,26.69,91,40,5.41,scattered clouds
414,Vertientes,CU,21.2594,-78.1464,75.81,92,96,2.04,moderate rain
415,Palmas,BR,-10.2128,-48.3603,76.87,88,20,3.44,few clouds
416,Nichinan,JP,31.6,131.3667,67.68,64,100,6.78,overcast clouds
417,Weyburn,CA,49.6668,-103.8511,59.22,58,70,8.05,moderate rain
418,Wenling,CN,28.3669,121.36,69.06,49,45,5.75,scattered clouds
419,Jablah,SY,35.3614,35.9256,59.29,94,0,4.61,clear sky
420,Mamallapuram,IN,12.6264,80.1722,87.85,66,95,13.35,overcast clouds
421,Vaitape,PF,-16.5167,-151.75,81.95,70,48,13.78,scattered clouds
422,Port-Gentil,GA,-0.7193,8.7815,79.66,85,100,5.35,moderate rain
423,Nortelandia,BR,-14.4547,-56.8028,62.38,62,91,5.17,overcast clouds
424,Zhigansk,RU,66.7697,123.3711,32.79,79,96,4.23,overcast clouds
425,Gambo,CF,4.6482,22.2633,67.64,96,99,0.98,overcast clouds
426,Bukama,CD,-9.2,25.85,65.37,69,17,3.09,few clouds
427,Raudeberg,NO,61.9875,5.1352,48.87,72,0,5.26,clear sky
428,Vagur,FO,61.4732,-6.8119,46.63,95,99,23.71,light rain
429,Bagdarin,RU,54.4333,113.6,64.17,21,83,9.17,broken clouds
430,Payo,ID,-3.7508,103.6372,90.0,56,83,1.12,broken clouds
431,Hornostayivka,UA,47.0078,33.729,58.28,63,98,7.18,overcast clouds
432,Olinda,BR,-8.0089,-34.8553,80.33,89,75,5.75,broken clouds
433,Sipe Sipe,BO,-17.45,-66.3833,54.09,82,23,2.21,few clouds
434,San Carlos,VE,9.6612,-68.5827,74.1,94,100,1.45,overcast clouds
435,Gat,IL,31.61,34.7642,67.41,100,93,1.05,overcast clouds
436,Honningsvag,NO,70.9821,25.9704,35.35,75,75,17.27,light snow
437,Havelock,US,34.8791,-76.9013,69.96,94,100,8.05,thunderstorm
438,La Ronge,CA,55.1001,-105.2842,44.85,53,20,6.91,few clouds
439,Joacaba,BR,-27.1781,-51.5047,45.16,79,61,6.42,broken clouds
440,Dingle,PH,10.9995,122.6711,89.31,59,100,4.85,overcast clouds
441,Victoria Point,AU,-27.5833,153.3,79.16,79,47,4.0,scattered clouds
442,Fare,PF,-16.7,-151.0167,81.64,68,91,14.07,overcast clouds
443,Randolph,US,35.7001,-79.8164,68.9,82,0,0.0,clear sky
444,Nantucket,US,41.2835,-70.0995,60.94,94,100,5.75,mist
445,Liuzhou,CN,24.3126,109.3892,76.42,51,83,5.44,broken clouds
446,Almeria,ES,37.1667,-2.3333,58.77,53,0,2.46,clear sky
447,Saint-Augustin,CA,51.226,-58.6502,34.9,96,100,15.97,snow
448,Aasiaat,GL,68.7098,-52.8699,19.53,94,20,6.4,few clouds
449,Santa Rosa,PH,14.3122,121.1114,92.1,71,98,4.7,light rain
450,Kidodi,TZ,-7.6036,37.0044,69.91,78,81,2.64,broken clouds
451,Balkhash,KZ,46.844,74.9804,74.01,31,0,6.71,clear sky
452,Egvekinot,RU,66.3167,-179.1667,31.42,67,46,4.56,scattered clouds
453,Paraiso,CR,9.8383,-83.8656,67.87,100,100,2.57,overcast clouds
454,Bollnas,SE,61.3482,16.3946,36.77,65,5,5.03,clear sky
455,El Tigre,VE,8.8875,-64.2454,76.15,85,100,12.71,overcast clouds
456,Nikolayevsk-Na-Amure,RU,53.1406,140.73,49.42,84,97,3.33,overcast clouds
457,Opuwo,NA,-18.0607,13.84,62.89,40,66,8.14,broken clouds
458,Mount Isa,AU,-20.7333,139.5,80.37,32,2,12.66,clear sky
459,Borogontsy,RU,62.6683,131.1683,44.89,54,100,4.27,light rain
460,Sokolniki,PL,50.638,21.8065,52.2,79,98,4.45,overcast clouds
461,Marzuq,YE,14.4,46.4667,77.4,9,23,2.68,few clouds
462,Riyadh,SA,24.6877,46.7219,80.74,19,0,10.54,clear sky
463,Cururupu,BR,-1.8283,-44.8683,76.03,92,47,3.31,scattered clouds
464,Fuling,CN,29.7022,107.3919,74.28,61,100,2.51,overcast clouds
465,Mackay,AU,-21.15,149.2,84.69,74,3,14.0,clear sky
466,Khani,GE,41.9563,42.9566,38.77,67,71,0.27,broken clouds
467,Gotsu,JP,35.0,132.2167,64.53,62,96,8.01,overcast clouds
468,Reconquista,AR,-29.15,-59.65,45.07,77,1,7.14,clear sky
469,Saint-Joseph,RE,-21.3667,55.6167,68.38,81,47,14.29,light rain
470,Gallup,US,35.5281,-108.7426,69.64,11,0,10.36,clear sky
471,Ahipara,NZ,-35.1667,173.1667,68.49,75,98,13.02,overcast clouds
472,Bulgan,MN,48.8125,103.5347,65.07,27,100,3.42,overcast clouds
473,Yatou,CN,37.15,122.3833,73.92,40,9,4.34,clear sky
474,Unjha,IN,23.8,72.4,91.36,36,0,9.22,clear sky
475,Forio,IT,40.7342,13.8646,63.82,73,52,5.39,broken clouds
476,Karur,IN,10.95,78.0833,86.9,60,100,9.57,overcast clouds
477,Neverkino,RU,52.7854,46.7417,46.42,82,5,10.87,clear sky
478,Te Anau,NZ,-45.4167,167.7167,50.18,83,81,3.67,broken clouds
479,Heyang,CN,26.1011,107.473,70.02,59,100,1.66,overcast clouds
480,Sovetskiy,RU,61.3614,63.5842,58.86,50,43,4.61,scattered clouds
481,Suleja,NG,9.1758,7.1808,75.0,73,100,3.65,overcast clouds
482,Broome,US,42.2506,-75.833,53.15,89,75,8.05,broken clouds
483,Benavente,ES,42.0025,-5.6783,52.66,93,0,8.05,clear sky
484,Kota Tinggi,MY,1.7381,103.8999,89.64,62,88,5.44,overcast clouds
485,Sheridan,US,44.8333,-106.9173,62.98,63,100,8.05,overcast clouds
486,Bairiki,KI,1.3292,172.9752,87.8,66,40,11.5,scattered clouds
487,Sinnamary,GF,5.3833,-52.95,77.7,92,100,11.36,light rain
488,Faya,SA,18.3851,42.4509,63.12,8,0,5.14,clear sky
489,Redlands,US,34.0556,-117.1825,77.31,58,0,11.5,haze
490,Dakar,SN,14.6937,-17.4441,76.08,84,8,12.1,clear sky
491,Mogadishu,SO,2.0371,45.3438,82.27,74,20,16.11,few clouds
492,Kaeo,NZ,-35.1,173.7833,70.32,71,99,11.25,overcast clouds
493,Ishigaki,JP,24.3448,124.1572,73.53,88,75,13.8,broken clouds
494,Mahibadhoo,MV,3.7833,72.9667,83.3,81,96,22.46,overcast clouds
495,Dunedin,NZ,-45.8742,170.5036,55.8,78,100,7.94,overcast clouds
496,Victor Harbor,AU,-35.5667,138.6167,62.01,61,81,14.25,broken clouds
497,Baykit,RU,61.67,96.37,63.91,45,34,4.03,scattered clouds
498,Mingguang,CN,32.7802,117.9638,84.94,20,0,12.8,clear sky
499,Bima,ID,-8.4667,118.7167,90.77,56,99,3.98,overcast clouds
500,Santa Marta,CO,11.2408,-74.199,84.88,71,75,4.61,broken clouds
501,Waingapu,ID,-9.6567,120.2641,85.87,69,80,9.28,broken clouds
502,Santa Lucia,ES,27.9117,-15.5407,60.12,73,40,10.36,scattered clouds
503,Ugoofaaru,MV,5.6667,73.0,83.21,81,100,25.77,overcast clouds
504,Kostrzyn,PL,52.3985,17.2281,53.98,64,89,5.99,overcast clouds
505,Nabire,ID,-3.3667,135.4833,85.95,64,13,5.93,few clouds
506,Poso,ID,-1.3959,120.7524,86.52,67,91,5.21,overcast clouds
507,Wegorzewo,PL,54.2157,21.7372,36.5,77,30,4.9,scattered clouds
508,Lopatino,RU,52.6195,45.8118,46.22,82,4,11.92,clear sky
509,Trinidad,BO,-14.8333,-64.9,65.84,56,100,8.41,overcast clouds
510,Bud,US,39.447,-86.1758,64.42,70,31,6.91,scattered clouds
511,Karratha,AU,-20.7377,116.8463,77.04,76,94,11.14,overcast clouds
512,Biak,ID,-0.9131,122.8766,82.63,73,80,2.44,broken clouds
513,Hualmay,PE,-11.0964,-77.6139,63.88,85,84,5.46,broken clouds
514,Barrhead,GB,55.7992,-4.3929,53.65,90,83,5.75,mist
515,Vung Tau,VN,10.346,107.0843,84.79,71,89,4.74,overcast clouds
516,Tawau,MY,4.2498,117.8871,86.13,80,100,5.84,overcast clouds
517,Corowa,AU,-36.0333,146.3833,56.41,68,64,5.86,broken clouds
518,Ondjiva,AO,-17.0667,15.7333,57.67,42,7,7.38,clear sky
519,Delano,US,35.7688,-119.247,81.18,18,0,9.22,clear sky
520,Espanola,US,35.9911,-106.0806,74.14,22,16,7.38,few clouds
521,La Tuque,CA,47.4334,-72.7824,58.26,97,100,6.71,moderate rain
522,Pemba,MZ,-12.974,40.5178,74.1,94,75,6.91,broken clouds
523,Razam,IN,18.4667,83.6667,93.51,53,9,8.84,clear sky
524,Stephenville,US,32.2207,-98.2023,82.17,66,0,10.36,clear sky
525,Camacupa,AO,-12.0167,17.4833,54.81,63,19,3.06,few clouds
526,Mitsamiouli,KM,-11.3847,43.2844,79.63,67,1,6.26,clear sky
527,Atambua,ID,-9.1061,124.8925,85.73,50,34,3.67,scattered clouds
528,Kapit,MY,2.0167,112.9333,76.55,87,97,2.98,overcast clouds
529,Fugen,AT,47.35,11.85,59.41,74,95,1.97,overcast clouds
530,Belomorsk,RU,64.5232,34.7668,37.63,81,100,8.43,overcast clouds
531,Orchard Homes,US,46.8633,-114.0484,59.14,47,20,12.66,few clouds
532,Maniitsoq,GL,65.4167,-52.9,31.69,73,3,5.28,clear sky
533,Santa Ana,US,33.7456,-117.8678,70.56,81,40,9.22,scattered clouds
534,Bristol,US,41.8334,-71.1662,63.95,90,100,8.05,overcast clouds
535,Coquimbo,CL,-29.9533,-71.3436,51.53,87,0,5.75,clear sky
536,Kalmunai,LK,7.4167,81.8167,87.12,65,67,9.42,broken clouds
537,San Patricio,US,28.017,-97.5169,80.46,90,49,12.12,scattered clouds
538,Salym,RU,60.0625,71.4789,52.9,90,100,4.45,light rain
539,Beihai,CN,21.4833,109.1,74.19,70,48,7.96,scattered clouds
540,Frederick,US,39.4668,-77.3997,62.92,78,0,3.44,clear sky
541,Tromso,NO,69.6496,18.957,35.62,69,100,11.5,light rain
542,San Pedro,PH,14.35,121.0167,91.35,70,40,5.75,light rain
543,Letnyaya Stavka,RU,45.4306,43.4472,56.34,66,6,11.95,clear sky
544,Rio Do Sul,BR,-27.2142,-49.6431,46.8,72,3,6.44,clear sky
545,Troy,US,42.6056,-83.1499,64.33,58,100,3.44,overcast clouds
546,Melbu,NO,68.5044,14.8297,37.22,75,75,3.44,broken clouds
547,Buala,SB,-8.145,159.5921,83.62,72,62,2.77,light rain
548,Plouzane,FR,48.3833,-4.6167,55.72,97,0,8.05,clear sky
549,Sola,VU,-13.8833,167.55,84.87,79,75,4.61,broken clouds
550,Puerto Asis,CO,0.5133,-76.5007,69.66,99,100,0.83,overcast clouds
551,Shakhtne,UA,47.9828,38.282,54.07,67,96,9.6,overcast clouds
552,Margate,GB,51.3813,1.3862,58.87,86,99,4.59,overcast clouds
553,Gizo,SB,-8.103,156.8419,83.84,69,14,5.91,few clouds
554,Uvat,RU,59.1433,68.8953,57.15,76,95,2.93,overcast clouds
555,Bousso,TD,10.4795,16.7117,84.54,51,86,0.65,overcast clouds
556,Rehoboth,NA,-23.3167,17.0833,53.1,54,0,6.15,clear sky
557,Shakhtinsk,KZ,49.71,72.5872,74.88,29,7,15.32,clear sky
558,Tateyama,JP,34.9833,139.8667,66.09,85,100,3.83,light rain
559,Abu Samrah,SY,35.3029,37.1841,62.98,60,0,7.29,clear sky
560,Sisimiut,GL,66.9395,-53.6735,29.79,73,4,6.53,clear sky
561,Coldstream,GB,55.6511,-2.2529,52.18,94,91,2.04,overcast clouds
562,Woodstock,CA,43.1334,-80.7497,55.62,83,30,10.22,scattered clouds
563,Pastavy,BY,55.1168,26.8326,37.42,84,4,10.96,clear sky
564,Ariyalur,IN,11.1333,79.0833,88.45,58,100,10.71,overcast clouds
565,Atar,MR,20.5169,-13.0499,87.1,14,100,12.24,overcast clouds
566,Santiago Del Estero,AR,-27.7951,-64.2615,51.17,79,1,4.9,clear sky
567,Dabeiba,CO,7.0017,-76.2672,74.61,98,100,1.45,overcast clouds
568,Sapele,NG,5.8941,5.6767,74.86,93,100,1.83,overcast clouds
569,Raga,SS,8.4596,25.678,72.21,78,54,4.21,broken clouds
570,Quang Ngai,VN,15.1167,108.8,78.84,84,100,7.74,overcast clouds
571,Giehun,SL,7.8833,-11.05,72.03,98,95,0.25,overcast clouds
572,Hovd,MN,48.0056,91.6419,63.93,30,10,4.12,clear sky
573,Malanje,AO,-9.5402,16.341,58.64,72,16,3.85,few clouds
574,Adrar,MR,20.5022,-10.0711,83.19,11,39,14.18,scattered clouds
575,Coihaique,CL,-45.5752,-72.0662,30.81,93,100,0.0,overcast clouds
576,Miranda,CO,3.2499,-76.2281,68.13,91,100,4.5,overcast clouds
577,Theunissen,ZA,-28.411,26.7011,48.34,68,0,5.82,clear sky
578,Santa Maria,BR,-29.6842,-53.8069,51.1,76,75,13.8,broken clouds
579,Broken Hill,AU,-31.95,141.4333,61.5,46,0,3.02,clear sky
580,Novoagansk,RU,61.9449,76.6625,57.47,74,100,6.24,light rain
581,Kandrian,PG,-6.2167,149.55,85.71,65,22,8.3,few clouds
582,Bari,IT,41.1177,16.8512,68.86,79,38,3.0,scattered clouds
583,Corner Brook,CA,48.9667,-57.9484,39.36,66,100,5.3,overcast clouds
584,Ayan,RU,56.45,138.1667,32.88,92,94,6.87,overcast clouds
585,Hamilton,US,39.1834,-84.5333,63.84,70,0,4.61,clear sky
586,Duluth,US,46.7833,-92.1066,54.18,64,20,12.66,few clouds
587,Harper,LR,4.375,-7.7169,78.82,82,100,4.14,overcast clouds
588,Poum,NC,-20.2333,164.0167,78.4,75,83,10.94,broken clouds
589,Itanagar,IN,27.1,93.6167,71.02,98,100,1.61,moderate rain
590,Ngunguru,NZ,-35.6167,174.5,69.66,72,98,12.37,overcast clouds
591,Sturgeon Falls,CA,46.3646,-79.9326,53.1,90,81,8.34,broken clouds
592,Sakaiminato,JP,35.55,133.2333,73.38,38,40,4.61,scattered clouds
593,Novaya Igirma,RU,57.1334,103.9112,65.44,49,48,12.37,scattered clouds
594,Sorong,ID,-0.8833,131.25,83.14,74,50,1.07,scattered clouds
595,Angoram,PG,-4.0625,144.0661,89.1,59,69,5.03,broken clouds
596,Lososina,RU,48.9975,140.3106,52.38,64,94,7.29,overcast clouds
597,Lamu,KE,-2.2717,40.902,77.22,85,7,12.48,moderate rain
598,Baruun-Urt,MN,46.6806,113.2792,66.85,19,7,12.17,clear sky
599,Flinders,AU,-34.5833,150.8552,69.39,49,0,11.07,clear sky
600,Vilhena,BR,-12.7406,-60.1458,64.92,70,100,7.81,overcast clouds
601,Vysha,RU,53.8477,42.3777,42.98,90,98,9.01,overcast clouds
602,Nueve De Julio,AR,-35.4444,-60.8831,48.69,59,88,15.1,overcast clouds
603,Sao Jose Do Belmonte,BR,-7.8614,-38.7597,72.16,79,100,4.94,overcast clouds
604,Port Macquarie,AU,-31.4333,152.9167,72.9,55,12,7.16,few clouds
605,Yulara,AU,-25.2406,130.9889,73.76,25,87,13.58,overcast clouds
606,Hun,LY,29.1268,15.9477,72.86,21,2,4.14,clear sky
607,Nemuro,JP,43.3236,145.575,48.06,84,84,15.37,broken clouds
608,Murdochville,CA,48.9583,-65.5006,34.68,99,100,3.15,overcast clouds
609,Zhangye,CN,38.9342,100.4517,73.45,6,100,2.46,overcast clouds
610,Melilla,ES,35.2937,-2.9383,64.78,55,100,2.3,haze
611,Omboue,GA,-1.5746,9.2618,77.0,92,98,2.48,light rain
612,Ambilobe,MG,-13.2,49.05,70.75,83,3,2.68,clear sky
613,Sobolevo,RU,54.4299,31.8996,40.89,80,11,9.69,few clouds
614,Coahuayana,MX,18.7333,-103.6833,74.12,74,82,1.16,broken clouds
615,Teberda,RU,43.4456,41.7448,44.15,87,79,3.85,broken clouds
616,Lumphat,KH,13.4878,106.9816,83.64,77,100,2.93,overcast clouds
617,Auki,SB,-8.7676,160.7034,84.7,68,69,4.41,broken clouds
618,Paragominas,BR,-2.9667,-47.4833,73.0,96,100,2.93,overcast clouds
619,Spremberg,DE,51.5697,14.3736,60.3,90,100,5.75,overcast clouds
620,Griffith,US,41.5284,-87.4237,67.05,59,0,4.61,clear sky
621,Dickinson,US,29.4608,-95.0513,82.35,84,20,11.5,few clouds
622,Maryborough,AU,-25.5333,152.7,82.11,75,22,6.91,few clouds
623,Jacksonville,US,30.3322,-81.6556,79.03,75,0,5.75,clear sky
624,Navalmoral De La Mata,ES,39.8916,-5.5406,62.96,83,3,3.27,clear sky
625,Martapura,ID,-3.4167,114.85,84.29,74,40,9.22,scattered clouds
626,Tuy Hoa,VN,13.0833,109.3,80.19,87,100,9.31,overcast clouds
627,Paamiut,GL,61.994,-49.6678,33.93,83,39,12.37,scattered clouds
628,Dalby,AU,-27.1833,151.2667,76.23,45,0,8.16,clear sky
629,Chegdomyn,RU,51.1167,133.0167,44.58,74,100,8.37,overcast clouds
630,Umm Lajj,SA,25.0213,37.2685,81.05,61,6,8.68,clear sky
631,Cambara,BR,-23.0464,-50.0736,49.35,92,31,5.08,scattered clouds
632,Soyo,AO,-6.1349,12.3689,76.89,92,100,7.29,overcast clouds
633,Xuddur,SO,4.1213,43.8894,73.0,80,16,16.42,few clouds
634,Balkanabat,TM,39.5108,54.3671,74.52,49,13,5.97,few clouds
635,Tacuati,PY,-23.45,-56.5833,44.71,82,0,2.73,clear sky
636,La Orilla,MX,17.9833,-102.2333,77.32,69,11,4.54,few clouds
637,Nelson Bay,AU,-32.7167,152.15,73.99,53,0,1.99,clear sky
638,Tautira,PF,-17.7333,-149.15,80.28,76,27,13.11,light rain
639,Leningradskiy,RU,69.3833,178.4167,31.17,90,88,13.53,overcast clouds
640,Yoichi,JP,43.2039,140.7703,62.17,50,1,4.18,clear sky
641,Daru,PG,-9.0763,143.2092,81.18,78,42,8.55,scattered clouds
642,Zhongshu,CN,24.5167,103.7667,58.86,82,100,2.98,overcast clouds
643,Birao,CF,10.2849,22.7882,83.01,52,98,5.73,overcast clouds
644,Pohorelice,CZ,48.9812,16.5245,63.75,85,100,5.64,light rain
645,Verkhnyaya Inta,RU,65.9811,60.3094,35.46,99,100,9.01,light rain
646,Abnub,EG,27.2696,31.1511,66.42,37,100,14.16,overcast clouds
647,Fort Smith,US,35.3859,-94.3986,70.25,86,0,4.05,clear sky
648,Bonavista,CA,48.6499,-53.1147,37.06,93,99,10.25,overcast clouds
649,Ballina,AU,-28.8667,153.5667,68.77,84,100,9.89,overcast clouds
650,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.39,92,40,7.07,scattered clouds
651,Qaqortoq,GL,60.7167,-46.0333,39.78,72,100,2.44,overcast clouds
652,Saint Leonard,CA,47.173,-67.9247,62.92,94,100,10.22,overcast clouds
653,Pagudpud,PH,18.5616,120.7868,87.78,62,95,4.38,overcast clouds
654,Kristiinankaupunki,FI,62.2743,21.376,37.53,82,67,16.15,broken clouds
655,Oistins,BB,13.0667,-59.5333,80.69,83,40,20.71,scattered clouds
656,Tual,ID,-5.6667,132.75,83.89,69,50,15.88,scattered clouds
657,Rabo De Peixe,PT,37.8,-25.5833,58.51,90,20,20.71,few clouds
658,Red Bluff,US,40.1785,-122.2358,81.28,29,0,8.05,clear sky
659,Mersing,MY,2.4312,103.8405,87.71,70,40,4.61,scattered clouds
660,Saint Anthony,US,45.0205,-93.218,62.49,50,0,8.05,clear sky
661,Navahrudak,BY,53.6,25.8333,36.91,79,0,8.3,clear sky
662,Taylorville,US,39.5489,-89.2945,65.88,55,0,5.75,clear sky
663,Bonfim,BR,3.0833,-59.95,77.54,88,99,4.63,overcast clouds
664,Lancaster,US,40.2504,-76.2499,60.03,85,0,5.37,clear sky
665,Tessalit,ML,20.1986,1.0114,83.05,11,49,3.74,scattered clouds
666,Anadyr,RU,64.75,177.4833,41.5,75,91,8.95,fog
667,Erzurum,TR,40.0,41.5,35.28,75,2,3.09,clear sky
668,Kindu,CD,-2.95,25.95,67.96,99,62,0.51,light rain
669,Mattru,SL,7.6244,-11.8332,75.79,97,100,0.34,overcast clouds
670,Sambava,MG,-14.2667,50.1667,74.12,79,14,11.43,few clouds
671,Luis Correia,BR,-2.8792,-41.6669,77.13,87,65,10.98,broken clouds
672,Almenara,BR,-16.1836,-40.6944,69.71,92,0,1.45,light rain
673,Mana,GF,5.6592,-53.7767,77.34,93,100,9.33,light rain
674,Tomatlan,MX,19.9333,-105.25,72.55,78,98,2.21,overcast clouds
675,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,72,27,14.7,scattered clouds
676,North Bend,US,43.4065,-124.2243,52.16,87,40,10.36,scattered clouds
677,Fukue,JP,32.6881,128.8419,71.96,64,20,5.75,few clouds
678,Mayo,US,38.8876,-76.5119,66.97,79,0,5.75,clear sky
679,Xuchang,CN,34.0167,113.8167,89.62,11,0,11.39,clear sky
680,Atherton,GB,53.5237,-2.4935,55.54,94,53,1.99,broken clouds
681,Palasa,IN,18.7667,84.4167,91.38,60,3,12.12,clear sky
682,De Aar,ZA,-30.6497,24.0123,53.17,65,0,4.5,clear sky
683,Makokou,GA,0.5738,12.8642,69.55,99,99,0.98,light rain
684,Wingham,CA,43.8879,-81.3114,50.94,75,14,11.77,few clouds
685,Tadine,NC,-21.55,167.8833,77.11,70,52,13.65,broken clouds
686,Takoradi,GH,4.8845,-1.7554,79.05,88,72,5.06,broken clouds
687,Banda Aceh,ID,5.5577,95.3222,86.76,67,99,9.78,overcast clouds
688,Aljezur,PT,37.3191,-8.8033,61.11,92,0,2.19,clear sky
689,Pakala,IN,13.4667,79.1167,81.01,64,100,0.67,overcast clouds
690,Enzan,JP,35.7,138.7333,63.9,72,100,3.94,light rain
691,Hornepayne,CA,49.2138,-84.7705,38.75,87,100,9.26,overcast clouds
692,Goure,NE,13.9835,10.2704,75.58,10,19,9.1,few clouds
693,Nacala,MZ,-14.5428,40.6728,67.91,92,58,8.43,broken clouds
694,Erzin,TR,36.9559,36.2,64.85,77,8,0.83,clear sky
695,Najran,SA,17.4924,44.1277,61.45,7,2,1.95,clear sky
696,Vadso,NO,70.0744,29.7487,35.76,69,75,13.8,broken clouds
697,Neuquen,AR,-38.9516,-68.0591,33.69,86,0,0.0,clear sky
698,Maceio,BR,-9.6658,-35.7353,74.64,94,20,3.44,few clouds
699,Kyren,RU,51.6828,102.1408,65.08,51,86,5.93,overcast clouds
700,Ayagoz,KZ,47.9714,80.4392,73.06,31,7,4.23,clear sky
